batch_id,batch_name,request_id,record_id,timestamp_utc,input_type,text,characters,words,valid_input,validation_message,estado,categoria_predicha,segunda_categoria,puntuacion_ganadora,puntuacion_segunda,margen_decision,nivel_margen,terminos_activos,accion_recomendada,requiere_revision,prediccion_utilizable,advertencias,ranking_categorias,explicacion
4f957d30-0d84-4ca9-951f-542244b0a279,lote_estable,1d4be367-c7e3-44fe-aa09-d2df2780525e,0,2026-08-06T03:24:54.248+00:00,str,css preprocessors and postprocessors: sass postcss and lightning css in 2026 css preprocessors and postprocessors: sass postcss and lightning css in 2026 css preprocessors and postprocessors: sass postcss and lightning css in 2026 css lightning css css lightning css,266,39,True,Inferencia completada.,revision,frontend,cloud,1.449738133999026,-1.1926664796799726,2.6424046136789987,Alta,9,Revisión humana recomendada,True,True,['Cobertura reducida del vocabulario.'],"[{'position': 1, 'category': 'frontend', 'score': 1.449738133999026}, {'position': 2, 'category': 'cloud', 'score': -1.1926664796799726}, {'position': 3, 'category': 'datascience', 'score': -1.3905061145452038}, {'position': 4, 'category': 'backend', 'score': -1.8296800790147358}]",
4f957d30-0d84-4ca9-951f-542244b0a279,lote_estable,1d4be367-c7e3-44fe-aa09-d2df2780525e,1,2026-08-06T03:24:54.248+00:00,str,azure table storage: the middle ground between a sql table and a document database azure table storage: the middle ground between a sql table and a document database i published a comparison of azure sql cosmos db and blob storage a little while back. looking back. blob storage cosmos db blob storage cosmos db,311,54,True,Inferencia completada.,aceptada,cloud,backend,0.4541973092719477,-0.619944840626204,1.0741421498981518,Media,34,Predicción automática con monitoreo,False,True,[],"[{'position': 1, 'category': 'cloud', 'score': 0.4541973092719477}, {'position': 2, 'category': 'backend', 'score': -0.619944840626204}, {'position': 3, 'category': 'datascience', 'score': -1.3688381977552564}, {'position': 4, 'category': 'frontend', 'score': -1.5103062823181723}]",
4f957d30-0d84-4ca9-951f-542244b0a279,lote_estable,1d4be367-c7e3-44fe-aa09-d2df2780525e,2,2026-08-06T03:24:54.248+00:00,str,what a hosted ai coding platform should get right in the ui what a hosted ai coding platform should get right in the ui a hosted ai dev platform lives or dies by its interface. here are the accessible honest ui states worth checking when you try monkeycode s new hosted version. ui ai monkeycode ui ai monkeycode,312,58,True,Inferencia completada.,aceptada,frontend,cloud,0.22561967946194605,-0.8035732279957662,1.0291929074577122,Media,44,Predicción automática con monitoreo,False,True,[],"[{'position': 1, 'category': 'frontend', 'score': 0.22561967946194605}, {'position': 2, 'category': 'cloud', 'score': -0.8035732279957662}, {'position': 3, 'category': 'backend', 'score': -1.0615880234277215}, {'position': 4, 'category': 'datascience', 'score': -1.1817367841361575}]",
4f957d30-0d84-4ca9-951f-542244b0a279,lote_estable,1d4be367-c7e3-44fe-aa09-d2df2780525e,3,2026-08-06T03:24:54.248+00:00,str,wordpress 6.9 is on the way -md. raju miah wordpress 6.9 is on the way -md. raju miah wordpress 6.9 is on the way here s what developers should watch for. wordpress continues to. wordpress wordpress,198,36,True,Inferencia completada.,aceptada,cloud,backend,0.18471233549710675,-0.7661752970872714,0.9508876325843781,Media,23,Predicción automática con monitoreo,False,True,[],"[{'position': 1, 'category': 'cloud', 'score': 0.18471233549710675}, {'position': 2, 'category': 'backend', 'score': -0.7661752970872714}, {'position': 3, 'category': 'datascience', 'score': -0.8825750131688551}, {'position': 4, 'category': 'frontend', 'score': -1.184622073009752}]",
4f957d30-0d84-4ca9-951f-542244b0a279,lote_estable,1d4be367-c7e3-44fe-aa09-d2df2780525e,4,2026-08-06T03:24:54.248+00:00,str,your aws account is one misconfiguration away from being a public file server your aws account is one misconfiguration away from being a public file server there s a particular kind of bad day that starts when someone tweets a screenshot of an s3 bucket. s3 s3,260,47,True,Inferencia completada.,aceptada,cloud,backend,1.098168302982045,-0.5854593595424383,1.6836276625244833,Media,42,Predicción automática con monitoreo,False,True,[],"[{'position': 1, 'category': 'cloud', 'score': 1.098168302982045}, {'position': 2, 'category': 'backend', 'score': -0.5854593595424383}, {'position': 3, 'category': 'frontend', 'score': -1.380397080789112}, {'position': 4, 'category': 'datascience', 'score': -1.9623941772950346}]",
4f957d30-0d84-4ca9-951f-542244b0a279,lote_estable,1d4be367-c7e3-44fe-aa09-d2df2780525e,5,2026-08-06T03:24:54.248+00:00,str,how i built a disposable email service in typescript smtp sse and a single vps how i built a disposable email service in typescript smtp sse and a single vps how i built a disposable email service in typescript temp-mail services are everywhere typescript typescript,266,45,True,Inferencia completada.,revision,backend,cloud,0.18404783075250786,-0.6041513556996564,0.7881991864521642,Baja,25,Revisión humana recomendada,True,True,['El margen de decisión es reducido.'],"[{'position': 1, 'category': 'backend', 'score': 0.18404783075250786}, {'position': 2, 'category': 'cloud', 'score': -0.6041513556996564}, {'position': 3, 'category': 'datascience', 'score': -1.2233783511479253}, {'position': 4, 'category': 'frontend', 'score': -1.6847732683252605}]",
4f957d30-0d84-4ca9-951f-542244b0a279,lote_estable,1d4be367-c7e3-44fe-aa09-d2df2780525e,6,2026-08-06T03:24:54.248+00:00,str,tối ưu docker compose dev stack trên laptop 16gb ram tối ưu docker compose dev stack trên laptop 16gb ram khi chạy docker compose cho một dev stack gồm postgresql redis api và frontend trên laptop 16gb. docker compose gb redis một dev docker compose gb redis một dev,266,49,True,Inferencia completada.,revision,frontend,cloud,0.12764295310076523,-0.4913364986432107,0.618979451743976,Baja,14,Revisión humana recomendada,True,True,"['Cobertura reducida del vocabulario.', 'El margen de decisión es reducido.']","[{'position': 1, 'category': 'frontend', 'score': 0.12764295310076523}, {'position': 2, 'category': 'cloud', 'score': -0.4913364986432107}, {'position': 3, 'category': 'backend', 'score': -0.6046681618636703}, {'position': 4, 'category': 'datascience', 'score': -1.8598796394430956}]",
4f957d30-0d84-4ca9-951f-542244b0a279,lote_estable,1d4be367-c7e3-44fe-aa09-d2df2780525e,7,2026-08-06T03:24:54.248+00:00,str,save for your family/friends/religious group/co-workers save for your family/friends/religious group/co-workers hello-if you are an it professional/amateur practitioner in canada where this tip is coming from canada canada,222,27,True,Inferencia completada.,revision,backend,frontend,0.05173293815234514,-0.7105571835945494,0.7622901217468946,Baja,20,Revisión humana recomendada,True,True,['El margen de decisión es reducido.'],"[{'position': 1, 'category': 'backend', 'score': 0.05173293815234514}, {'position': 2, 'category': 'frontend', 'score': -0.7105571835945494}, {'position': 3, 'category': 'datascience', 'score': -0.7697016170811116}, {'position': 4, 'category': 'cloud', 'score': -0.8875923392980978}]",
4f957d30-0d84-4ca9-951f-542244b0a279,lote_estable,1d4be367-c7e3-44fe-aa09-d2df2780525e,8,2026-08-06T03:24:54.248+00:00,str,what happens when a database operation fails midway nestjs transactions to the rescue what happens when a database operation fails midway nestjs transactions to the rescue imagine a simple money transfer scenario. john sends money to his friend sarah. the system. sarah john sarah john,285,45,True,Inferencia completada.,aceptada,backend,datascience,1.1691523462656552,-0.7478889128979544,1.9170412591636097,Alta,28,Predicción automática,False,True,[],"[{'position': 1, 'category': 'backend', 'score': 1.1691523462656552}, {'position': 2, 'category': 'datascience', 'score': -0.7478889128979544}, {'position': 3, 'category': 'cloud', 'score': -1.4204740824861912}, {'position': 4, 'category': 'frontend', 'score': -2.175467985963572}]",
4f957d30-0d84-4ca9-951f-542244b0a279,lote_estable,1d4be367-c7e3-44fe-aa09-d2df2780525e,9,2026-08-06T03:24:54.248+00:00,str,how collaborative filtering recommends from ratings alone how collaborative filtering recommends from ratings alone here is the thing that still feels a little magical to me about recommender systems: a good one can.,216,33,True,Inferencia completada.,revision,backend,frontend,-0.45882780343014723,-0.704520206162045,0.2456924027318978,Crítica,30,Revisión humana prioritaria,True,True,['Las dos categorías principales tienen puntuaciones muy cercanas.'],"[{'position': 1, 'category': 'backend', 'score': -0.45882780343014723}, {'position': 2, 'category': 'frontend', 'score': -0.704520206162045}, {'position': 3, 'category': 'datascience', 'score': -0.7840153244602939}, {'position': 4, 'category': 'cloud', 'score': -0.953878549739489}]",
